club,asset,wikimedia_file,direct_url,license,wikipedia_page
bayer-leverkusen,kit-third,File:Kit body bayer2627t.png,https://upload.wikimedia.org/wikipedia/commons/9/9c/Kit_body_bayer2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Bayer 04 Leverkusen
bayern-munich,crest,File:Logo FC Bayern München.svg,https://upload.wikimedia.org/wikipedia/commons/1/1f/Logo_FC_Bayern_M%C3%BCnchen_%282002%E2%80%932017%29.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,FC Bayern Munich
bayern-munich,kit-away,File:Kit body bayern2627a.png,https://upload.wikimedia.org/wikipedia/commons/3/3f/Kit_body_bayern2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Bayern Munich
bayern-munich,kit-home,File:Kit body bayern2627h.png,https://upload.wikimedia.org/wikipedia/commons/0/09/Kit_body_bayern2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Bayern Munich
bayern-munich,kit-third,File:Kit body bayern2627t.png,https://upload.wikimedia.org/wikipedia/commons/7/7f/Kit_body_bayern2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Bayern Munich
belgium,crest,File:Sporting hasselt crest.svg,https://upload.wikimedia.org/wikipedia/en/e/e5/Sporting_hasselt_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Belgium
bodo-glimt,crest,File:FK Bodo Glimt logo.svg,https://upload.wikimedia.org/wikipedia/en/8/8d/FK_Bodo_Glimt_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,FK Bodø/Glimt
bodo-glimt,kit-away,File:Kit body bodo26a.png,https://upload.wikimedia.org/wikipedia/commons/9/91/Kit_body_bodo26a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FK Bodø/Glimt
bodo-glimt,kit-home,File:Kit body blackcollar.png,https://upload.wikimedia.org/wikipedia/commons/5/51/Kit_body_blackcollar.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,FK Bodø/Glimt
bologna,crest,File:Bologna F.C. 1909 logo.svg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bologna_F.C._1909_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Bologna FC 1909
bologna,kit-away,File:Kit body bologna2627a.png,https://upload.wikimedia.org/wikipedia/commons/6/66/Kit_body_bologna2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Bologna FC 1909
bologna,kit-home,File:Kit body bologna2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/6a/Kit_body_bologna2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Bologna FC 1909
borussia-dortmund,crest,File:Borussia Dortmund logo.svg,https://upload.wikimedia.org/wikipedia/commons/6/67/Borussia_Dortmund_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Borussia Dortmund
borussia-dortmund,kit-away,File:Kit body bvb2627a.png,https://upload.wikimedia.org/wikipedia/commons/3/37/Kit_body_bvb2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Borussia Dortmund
borussia-dortmund,kit-home,File:Kit body bvb2627h.png,https://upload.wikimedia.org/wikipedia/commons/a/ab/Kit_body_bvb2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Borussia Dortmund
borussia-dortmund,kit-third,File:Kit body bvb2627t.png,https://upload.wikimedia.org/wikipedia/commons/d/df/Kit_body_bvb2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Borussia Dortmund
borussia-monchengladbach,crest,File:Borussia Mönchengladbach logo.svg,https://upload.wikimedia.org/wikipedia/commons/8/81/Borussia_M%C3%B6nchengladbach_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Non-free (fair use),Borussia Mönchengladbach
borussia-monchengladbach,kit-away,File:Kit body gladbach2627a.png,https://upload.wikimedia.org/wikipedia/commons/e/e8/Kit_body_gladbach2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Borussia Mönchengladbach
borussia-monchengladbach,kit-home,File:Kit body gladbach2627h.png,https://upload.wikimedia.org/wikipedia/commons/0/06/Kit_body_gladbach2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Borussia Mönchengladbach
borussia-monchengladbach,kit-third,File:Kit body gladbach2627t.png,https://upload.wikimedia.org/wikipedia/commons/f/fd/Kit_body_gladbach2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Borussia Mönchengladbach
bosnia-and-herzegovina,crest,File:CRA of Bosnia and Herzegovina logo.svg,https://upload.wikimedia.org/wikipedia/en/0/03/CRA_of_Bosnia_and_Herzegovina_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Bosnia and Herzegovina
boston-celtics,crest,File:Boston Celtics.svg,https://upload.wikimedia.org/wikipedia/en/8/8f/Boston_Celtics.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Boston Celtics
boston-celtics,kit-home,File:Kit body bostonceltics association.png,https://upload.wikimedia.org/wikipedia/commons/d/dd/Kit_body_bostonceltics_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Boston Celtics
boston-celtics,kit-third,File:Kit body bostonceltics statement.png,https://upload.wikimedia.org/wikipedia/commons/6/61/Kit_body_bostonceltics_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Boston Celtics
boston-red-sox,crest,File:BostonRedSox1908logo.svg,https://upload.wikimedia.org/wikipedia/commons/5/50/BostonRedSox1908logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Boston Red Sox
brazil,crest,File:Crest of Mocidade Alegre - SP - Brazil.png,https://upload.wikimedia.org/wikipedia/en/e/e1/Crest_of_Mocidade_Alegre_-_SP_-_Brazil.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Brazil
brentford,crest,File:Brentford FC crest.svg,https://upload.wikimedia.org/wikipedia/en/2/2a/Brentford_FC_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Brentford F.C.
brentford,kit-away,File:Kit body brentford2627a.png,https://upload.wikimedia.org/wikipedia/commons/d/d7/Kit_body_brentford2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Brentford F.C.
brentford,kit-home,File:Kit body brentford2627h.png,https://upload.wikimedia.org/wikipedia/commons/7/7f/Kit_body_brentford2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Brentford F.C.
brentford,kit-third,File:Kit body brentford2627t.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Kit_body_brentford2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Brentford F.C.
brighton-and-hove-albion,crest,File:Brighton and Hove Albion FC crest.svg,https://upload.wikimedia.org/wikipedia/en/d/d0/Brighton_and_Hove_Albion_FC_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Brighton & Hove Albion F.C.
brighton-and-hove-albion,kit-away,File:Kit body brighton2627a.png,https://upload.wikimedia.org/wikipedia/commons/8/87/Kit_body_brighton2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Brighton & Hove Albion F.C.
brighton-and-hove-albion,kit-home,File:Kit body brighton2627h.png,https://upload.wikimedia.org/wikipedia/commons/0/04/Kit_body_brighton2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Brighton & Hove Albion F.C.
brighton-and-hove-albion,kit-third,File:Kit body brighton2627t.png,https://upload.wikimedia.org/wikipedia/commons/7/7c/Kit_body_brighton2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Brighton & Hove Albion F.C.
brooklyn-nets,crest,File:Brooklyn Nets primary icon logo 2024.svg,https://upload.wikimedia.org/wikipedia/en/4/40/Brooklyn_Nets_primary_icon_logo_2024.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Brooklyn Nets
brooklyn-nets,kit-home,File:Kit body 2018-19 BRK city.png,https://upload.wikimedia.org/wikipedia/commons/d/db/Kit_body_2018-19_BRK_city.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Brooklyn Nets
buffalo-bills,crest,File:Buffalo Bills logo.svg,https://upload.wikimedia.org/wikipedia/en/7/77/Buffalo_Bills_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Buffalo Bills
cadillac,crest,File:Cadillac logo BW.svg,https://upload.wikimedia.org/wikipedia/en/6/66/Cadillac_logo_BW.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Cadillac
cagliari,crest,File:Cagliari Calcio 1920.svg,https://upload.wikimedia.org/wikipedia/en/6/61/Cagliari_Calcio_1920.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Cagliari Calcio
cagliari,kit-away,File:Kit body cagliari2627a.png,https://upload.wikimedia.org/wikipedia/commons/8/88/Kit_body_cagliari2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Cagliari Calcio
cagliari,kit-home,File:Kit body cagliari2627h.png,https://upload.wikimedia.org/wikipedia/commons/1/10/Kit_body_cagliari2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Cagliari Calcio
cagliari,kit-third,File:Kit body cagliari2526T.png,https://upload.wikimedia.org/wikipedia/commons/8/85/Kit_body_cagliari2526T.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Cagliari Calcio
canada,crest,File:United Church of Canada crest.svg,https://upload.wikimedia.org/wikipedia/en/e/ea/United_Church_of_Canada_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Canada
cape-verde,crest,File:Onze Unidos crest.png,https://upload.wikimedia.org/wikipedia/en/b/b2/Onze_Unidos_crest.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Cape Verde
carolina-panthers,crest,File:Carolina Panthers logo.svg,https://upload.wikimedia.org/wikipedia/en/1/1c/Carolina_Panthers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Carolina Panthers
celta-vigo,crest,File:RC Celta de Vigo logo.svg,https://upload.wikimedia.org/wikipedia/en/1/12/RC_Celta_de_Vigo_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),RC Celta de Vigo
celta-vigo,kit-away,File:Kit body celta2627a.png,https://upload.wikimedia.org/wikipedia/commons/b/bc/Kit_body_celta2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Celta de Vigo
celta-vigo,kit-home,File:Kit body celta2627h.png,https://upload.wikimedia.org/wikipedia/commons/7/78/Kit_body_celta2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Celta de Vigo
celta-vigo,kit-third,File:Kit body celta2627t.png,https://upload.wikimedia.org/wikipedia/commons/e/e9/Kit_body_celta2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Celta de Vigo
cf-montreal,crest,File:Montreal Impact (MLS) logo.svg,https://upload.wikimedia.org/wikipedia/en/9/94/Montreal_Impact_%28MLS%29_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),CF Montréal
cf-montreal,kit-home,File:Kit body IMPACT 12h.png,https://upload.wikimedia.org/wikipedia/commons/b/b9/Kit_body_IMPACT_12h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,CF Montréal
charlotte-fc,crest,File:Charlotte FC logo.svg,https://upload.wikimedia.org/wikipedia/en/9/91/Charlotte_FC_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Charlotte FC
charlotte-fc,kit-away,File:Kit body charlotte25a.png,https://upload.wikimedia.org/wikipedia/commons/5/55/Kit_body_charlotte25a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Charlotte FC
charlotte-fc,kit-third,File:Kit body charlotte25t.png,https://upload.wikimedia.org/wikipedia/commons/3/33/Kit_body_charlotte25t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Charlotte FC
charlotte-hornets,crest,File:Charlotte Hornets (2014).svg,https://upload.wikimedia.org/wikipedia/en/c/c4/Charlotte_Hornets_%282014%29.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Charlotte Hornets
charlotte-hornets,kit-home,File:Kit body charlottehornets association2021.png,https://upload.wikimedia.org/wikipedia/commons/5/59/Kit_body_charlottehornets_association2021.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Charlotte Hornets
chelsea,crest,File:Chelsea FC.svg,https://upload.wikimedia.org/wikipedia/en/c/cc/Chelsea_FC.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Chelsea F.C.
chelsea,kit-away,File:Kit body chelsea2627a.png,https://upload.wikimedia.org/wikipedia/commons/3/37/Kit_body_chelsea2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Chelsea F.C.
chelsea,kit-home,File:Kit body chelsea2627h.png,https://upload.wikimedia.org/wikipedia/commons/2/29/Kit_body_chelsea2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Chelsea F.C.
chelsea,kit-third,File:Kit body chelsea2627t.png,https://upload.wikimedia.org/wikipedia/commons/c/cb/Kit_body_chelsea2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Chelsea F.C.
chicago-bears,crest,File:Chicago Bears logo primary.svg,https://upload.wikimedia.org/wikipedia/en/1/15/Chicago_Bears_logo_primary.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Chicago Bears
chicago-bulls,crest,File:Chicago Bulls logo.svg,https://upload.wikimedia.org/wikipedia/commons/6/67/Chicago_Bulls_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Chicago Bulls
chicago-bulls,kit-home,File:Kit body chicagobulls association.png,https://upload.wikimedia.org/wikipedia/commons/e/e9/Kit_body_chicagobulls_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Chicago Bulls
chicago-bulls,kit-third,File:Kit body chicagobulls statement.png,https://upload.wikimedia.org/wikipedia/commons/2/2b/Kit_body_chicagobulls_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Chicago Bulls
chicago-cubs,crest,File:Chicago Cubs logo.svg,https://upload.wikimedia.org/wikipedia/commons/8/80/Chicago_Cubs_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Chicago Cubs
chicago-fire,crest,"File:Chicago Fire logo, 2021.svg",https://upload.wikimedia.org/wikipedia/commons/0/03/Chicago_Fire_logo%2C_2021.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Chicago Fire FC
chicago-fire,kit-home,File:Kit body FIRE 12h.png,https://upload.wikimedia.org/wikipedia/commons/5/57/Kit_body_FIRE_12h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Chicago Fire FC
chicago-white-sox,crest,File:Chicago White Sox.svg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Chicago_White_Sox.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Chicago White Sox
cincinnati-bengals,crest,File:Cincinnati Bengals logo.svg,https://upload.wikimedia.org/wikipedia/commons/8/81/Cincinnati_Bengals_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Cincinnati Bengals
cincinnati-reds,crest,File:Cincinnati Reds Logo.svg,https://upload.wikimedia.org/wikipedia/commons/0/01/Cincinnati_Reds_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Cincinnati Reds
cleveland-browns,crest,File:Cleveland Browns logo.svg,https://upload.wikimedia.org/wikipedia/en/d/d9/Cleveland_Browns_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Cleveland Browns
cleveland-cavaliers,crest,File:Cleveland Cavaliers logo.svg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Cleveland_Cavaliers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Non-free (fair use),Cleveland Cavaliers
cleveland-cavaliers,kit-home,File:Kit body '22 Cleveland Cavaliers association.png,https://upload.wikimedia.org/wikipedia/commons/5/57/Kit_body_%2722_Cleveland_Cavaliers_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Cleveland Cavaliers
cleveland-cavaliers,kit-third,File:Kit body '22 Cleveland Cavaliers statement.png,https://upload.wikimedia.org/wikipedia/commons/0/0f/Kit_body_%2722_Cleveland_Cavaliers_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Cleveland Cavaliers
cleveland-guardians,crest,File:Cleveland Guardians cap logo.svg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Cleveland_Guardians_cap_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Cleveland Guardians
club-brugge,crest,File:Club brugge.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Club_brugge.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Club Brugge KV
club-brugge,kit-away,File:Kit body brugge2627a.png,https://upload.wikimedia.org/wikipedia/commons/5/51/Kit_body_brugge2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Club Brugge KV
club-brugge,kit-home,File:Kit body brugge2627h.png,https://upload.wikimedia.org/wikipedia/commons/c/c2/Kit_body_brugge2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Club Brugge KV
colombia,crest,File:Pilot University of Colombia.png,https://upload.wikimedia.org/wikipedia/en/7/71/Pilot_University_of_Colombia.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Colombia
